step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
393,2965576,3144,0.11327288832017218,0.5,0.5,,,,,,,,,
394,2973136,3152,0.12011511037428856,0.25,0.25,,,,,,,,,
395,2980248,3160,0.14298042848810966,0.75,0.75,,,,,,,,,
396,2993760,3168,0.08482377982160284,1.0,1.0,,,,,,,,,
397,2999592,3176,0.10719258466538177,0.625,0.625,,,,,,,,,
398,3008496,3184,0.12712497950437934,0.625,0.625,,,,,,,,,
399,3015928,3192,0.12211990735483563,0.75,0.75,,,,,,,,,
400,3023168,3200,0.09315697785622896,0.5,0.5,0.09368816950692407,0.875,0.875,,,,,,
401,3029960,3208,0.11677154172116713,0.75,0.75,,,,,,,,,
402,3037776,3216,0.16027102106093327,0.625,0.625,,,,,,,,,
403,3042584,3224,0.13934893624933714,0.75,0.75,,,,,,,,,
404,3049248,3232,0.12396734571298748,0.75,0.75,,,,,,,,,
405,3059496,3240,0.12786887905059338,1.0,1.0,,,,,,,,,
406,3066032,3248,0.1239682515302573,0.875,0.875,,,,,,,,,
407,3074360,3256,0.11992272209698958,0.75,0.75,,,,,,,,,
408,3080832,3264,0.10982573517463884,0.5,0.5,,,,,,,,,
409,3091208,3272,0.0962434333463119,0.875,0.875,,,,,,,,,
410,3096528,3280,0.11258010349370506,1.0,1.0,,,,,,,,,
411,3102360,3288,0.10561403201494407,0.75,0.75,,,,,,,,,
412,3106912,3296,0.16639438628986086,0.875,0.875,,,,,,,,,
413,3113512,3304,0.1844989026586156,0.75,0.75,,,,,,,,,
414,3121584,3312,0.13961646311984266,0.75,0.75,,,,,,,,,
415,3125880,3320,0.13596709625858663,0.875,0.875,,,,,,,,,
416,3135744,3328,0.11911721562930133,0.75,0.75,,,,,,,,,
417,3141256,3336,0.12989778335936555,0.875,0.875,,,,,,,,,
418,3151632,3344,0.140254821534167,0.875,0.875,,,,,,,,,
419,3156696,3352,0.17820907585614817,1.0,1.0,,,,,,,,,
420,3164384,3360,0.11573267124472535,0.75,0.75,,,,,,,,,
421,3172136,3368,0.10684255877508071,0.75,0.75,,,,,,,,,
422,3177200,3376,0.15791381747292935,0.625,0.625,,,,,,,,,
423,3186552,3384,0.11769287888293978,0.75,0.75,,,,,,,,,
424,3191936,3392,0.13403926192230353,1.0,1.0,,,,,,,,,
425,3198664,3400,0.1509200575750433,1.0,1.0,,,,,,,,,
426,3204432,3408,0.1406200959470762,0.5,0.5,,,,,,,,,
427,3219352,3416,0.0867844940650795,0.5,0.5,,,,,,,,,
428,3228576,3424,0.11992890324409747,0.625,0.625,,,,,,,,,
429,3234280,3432,0.13281194000700078,0.625,0.625,,,,,,,,,
430,3241392,3440,0.12295142965277989,0.875,0.875,,,,,,,,,
431,3248312,3448,0.14484747271509313,0.75,0.75,,,,,,,,,
432,3255040,3456,0.11712159505779143,0.875,0.875,,,,,,,,,
433,3265160,3464,0.08499703479805978,1.0,1.0,,,,,,,,,
434,3271312,3472,0.13706515571377206,0.625,0.625,,,,,,,,,
435,3274904,3480,0.153175018758474,0.75,0.75,,,,,,,,,
436,3281184,3488,0.12189653155580939,0.75,0.75,,,,,,,,,
437,3288616,3496,0.13000143656463867,0.875,0.875,,,,,,,,,
438,3293360,3504,0.12260745225524373,0.75,0.75,,,,,,,,,
439,3300280,3512,0.14294425480914558,0.875,0.875,,,,,,,,,
440,3307072,3520,0.13468503409981014,0.75,0.75,,,,,,,,,
441,3312456,3528,0.16922690572238802,0.75,0.75,,,,,,,,,
442,3320656,3536,0.09817064344170934,0.5,0.5,,,,,,,,,
443,3326680,3544,0.0878061216243138,0.75,0.75,,,,,,,,,
444,3332000,3552,0.15004967186002843,0.875,0.875,,,,,,,,,
445,3339432,3560,0.12148540278255526,0.875,0.875,,,,,,,,,
446,3347312,3568,0.1703807769406967,0.75,0.75,,,,,,,,,
447,3358648,3576,0.09639883510162454,1.0,1.0,,,,,,,,,
448,3364992,3584,0.11243937238249294,0.875,0.875,,,,,,,,,
449,3372104,3592,0.13866360234152025,0.75,0.75,,,,,,,,,
450,3377808,3600,0.14805870509423757,0.5,0.5,,,,,,,,,
451,3385432,3608,0.09895163378749716,0.875,0.875,,,,,,,,,
452,3392352,3616,0.11904108983412842,1.0,1.0,,,,,,,,,
453,3400104,3624,0.11337847463005944,0.625,0.625,,,,,,,,,
454,3408496,3632,0.11484387898421787,1.0,1.0,,,,,,,,,
455,3415416,3640,0.13400288592498863,0.75,0.75,,,,,,,,,
456,3423744,3648,0.1196579471675378,0.75,0.75,,,,,,,,,
457,3428424,3656,0.14499192392288213,0.75,0.75,,,,,,,,,
458,3434000,3664,0.1271207379865988,0.875,0.875,,,,,,,,,
459,3438808,3672,0.12661296156233653,0.625,0.625,,,,,,,,,
460,3446560,3680,0.11680780238063602,0.375,0.375,,,,,,,,,
461,3454888,3688,0.11894808389593414,0.5,0.5,,,,,,,,,
462,3460144,3696,0.10561919784487737,0.75,0.75,,,,,,,,,
463,3465528,3704,0.12292103363044946,0.75,0.75,,,,,,,,,
464,3474240,3712,0.10903240356306158,0.75,0.75,,,,,,,,,
465,3479432,3720,0.1379582313895166,0.875,0.875,,,,,,,,,
466,3488592,3728,0.1261929163937078,1.0,1.0,,,,,,,,,
467,3494168,3736,0.09567486934554978,0.875,0.875,,,,,,,,,
468,3502240,3744,0.1549441425040367,0.875,0.875,0.11570438414273852,1.0,1.0,,,,,,
469,3508520,3752,0.12732296297198303,0.75,0.75,,,,,,,,,
470,3517936,3760,0.10648648004483757,0.75,0.75,,,,,,,,,
471,3523192,3768,0.14328198745321175,0.625,0.625,,,,,,,,,
472,3529408,3776,0.16036062274696283,0.875,0.875,,,,,,,,,
473,3539144,3784,0.12440095579079574,0.875,0.875,,,,,,,,,
474,3546896,3792,0.0913706913170461,0.625,0.625,,,,,,,,,
475,3552536,3800,0.09891824079213749,0.75,0.75,,,,,,,,,
476,3558944,3808,0.1135424338568783,0.875,0.875,,,,,,,,,
477,3563752,3816,0.16124408169737833,0.875,0.875,,,,,,,,,
478,3572464,3824,0.0961222017690558,0.5,0.5,,,,,,,,,
479,3580984,3832,0.09238094859127832,0.75,0.75,,,,,,,,,
480,3592064,3840,0.09432480410596832,0.75,0.75,,,,,,,,,
481,3600328,3848,0.11233366955205934,0.75,0.75,,,,,,,,,
482,3608528,3856,0.08941876117946318,0.75,0.75,,,,,,,,,
483,3612888,3864,0.1374354331338455,0.5,0.5,,,,,,,,,
484,3619744,3872,0.13218646215900265,0.625,0.625,,,,,,,,,
485,3626792,3880,0.1164596510043325,0.875,0.875,,,,,,,,,
486,3634736,3888,0.0919839473788273,0.875,0.875,,,,,,,,,
487,3643896,3896,0.11876004782860741,0.75,0.75,,,,,,,,,
488,3650560,3904,0.15357696642676227,0.75,0.75,,,,,,,,,
489,3661576,3912,0.12680146556194608,0.75,0.75,,,,,,,,,
490,3666832,3920,0.13647858221847312,1.0,1.0,,,,,,,,,
491,3676312,3928,0.13018836453700136,0.75,0.75,,,,,,,,,
492,3681056,3936,0.14266928782753996,0.875,0.875,,,,,,,,,
493,3686376,3944,0.13727258561620476,0.75,0.75,,,,,,,,,
494,3698096,3952,0.15298042968524322,1.0,1.0,,,,,,,,,
495,3707768,3960,0.09062077760350382,0.5,0.5,,,,,,,,,
496,3713472,3968,0.14614635342611568,0.875,0.875,,,,,,,,,
497,3719624,3976,0.11434185929516774,1.0,1.0,,,,,,,,,
498,3729040,3984,0.08971557883321105,0.75,0.75,,,,,,,,,
499,3736536,3992,0.14198574273509948,0.75,0.75,,,,,,,,,
500,3741408,4000,0.13730356372930116,0.875,0.875,,,,,,,,,
501,3749928,4008,0.09954453797685128,0.875,0.875,,,,,,,,,
502,3756656,4016,0.16185596193969562,0.75,0.75,,,,,,,,,
503,3761848,4024,0.10418201066368622,0.625,0.625,,,,,,,,,
504,3768704,4032,0.08320244188203939,0.875,0.875,,,,,,,,,
505,3779592,4040,0.1109057037657937,0.75,0.75,,,,,,,,,
506,3786128,4048,0.13775519250080245,0.875,0.875,,,,,,,,,
507,3793624,4056,0.1529001772352987,0.875,0.875,,,,,,,,,
508,3798304,4064,0.13716354969598446,0.875,0.875,,,,,,,,,
509,3805352,4072,0.10483058586758738,0.875,0.875,,,,,,,,,
510,3812400,4080,0.11313007101409446,0.75,0.75,,,,,,,,,
511,3822712,4088,0.11062623383221365,0.875,0.875,,,,,,,,,
512,3831232,4096,0.11253604825042178,1.0,1.0,,,,,,,,,
513,3836104,4104,0.1431331135742084,0.75,0.75,,,,,,,,,
514,3841744,4112,0.11385530112122084,1.0,1.0,,,,,,,,,
515,3848472,4120,0.14787098479934752,0.625,0.625,,,,,,,,,
516,3857888,4128,0.10528596795115426,0.75,0.75,,,,,,,,,
517,3866984,4136,0.08316341830745416,0.875,0.875,,,,,,,,,
518,3873456,4144,0.13443870918238796,1.0,1.0,,,,,,,,,
519,3882488,4152,0.09147217117339307,0.75,0.75,,,,,,,,,
520,3888832,4160,0.1075085262071062,0.75,0.75,,,,,,,,,
521,3896328,4168,0.11883719277351042,0.25,0.25,,,,,,,,,
522,3902352,4176,0.10550990077441719,0.625,0.625,,,,,,,,,
523,3909720,4184,0.09707322971054387,1.0,1.0,,,,,,,,,
524,3919584,4192,0.09910367242760175,0.625,0.625,,,,,,,,,
525,3924712,4200,0.1326597350173056,0.5,0.5,,,,,,,,,
526,3934448,4208,0.15157494471972716,0.75,0.75,,,,,,,,,
527,3939000,4216,0.11980479070773442,0.625,0.625,,,,,,,,,
528,3947904,4224,0.12962355732040842,0.625,0.625,,,,,,,,,
529,3955464,4232,0.12507125182179868,0.625,0.625,,,,,,,,,
530,3963664,4240,0.12075396310375075,0.875,0.875,,,,,,,,,
531,3972248,4248,0.12854599603571415,0.75,0.75,,,,,,,,,
532,3978976,4256,0.16509781086823228,0.75,0.75,,,,,,,,,
533,3984744,4264,0.18710682001158385,0.75,0.75,,,,,,,,,
534,3991088,4272,0.15767563120387432,0.875,0.875,,,,,,,,,
535,3996344,4280,0.15379767391726162,0.875,0.875,0.12824226923768187,0.875,0.875,,,,,,
536,4003392,4288,0.1433423860373589,0.625,0.625,,,,,,,,,
537,4012808,4296,0.11689029224131502,0.875,0.875,,,,,,,,,
538,4017872,4304,0.11068814730016938,1.0,1.0,,,,,,,,,
539,4026328,4312,0.14185490376718168,0.875,0.875,,,,,,,,,
540,4036704,4320,0.10440844404784477,0.75,0.75,,,,,,,,,
541,4045864,4328,0.09898908644402073,0.5,0.5,,,,,,,,,
542,4052464,4336,0.1174793725449649,0.625,0.625,,,,,,,,,
543,4059832,4344,0.1199775554009195,0.75,0.75,,,,,,,,,
544,4064448,4352,0.10331395721267017,0.625,0.625,,,,,,,,,
545,4078344,4360,0.08983238386116238,0.5,0.5,,,,,,,,,
546,4084688,4368,0.16414708242423243,1.0,1.0,,,,,,,,,
547,4091416,4376,0.13330281427324467,0.75,0.75,,,,,,,,,
548,4097888,4384,0.12253265196912551,0.75,0.75,,,,,,,,,
549,4103272,4392,0.153127473292948,0.75,0.75,,,,,,,,,
550,4111152,4400,0.12462406535776407,0.875,0.875,,,,,,,,,
551,4116024,4408,0.11439303736326174,0.875,0.875,,,,,,,,,
552,4121920,4416,0.15189622583771992,0.625,0.625,,,,,,,,,
553,4128392,4424,0.11709684191428911,1.0,1.0,,,,,,,,,
554,4135248,4432,0.1415935978193598,0.875,0.875,,,,,,,,,
555,4144280,4440,0.1190455367092058,0.875,0.875,,,,,,,,,
556,4152800,4448,0.16240351338246514,0.875,0.875,,,,,,,,,
557,4158184,4456,0.13655689064634985,0.625,0.625,,,,,,,,,
558,4166256,4464,0.13069286719891884,1.0,1.0,,,,,,,,,
559,4173176,4472,0.1299265702930434,0.875,0.875,,,,,,,,,
560,4178496,4480,0.1350928641880786,0.75,0.75,,,,,,,,,
561,4190984,4488,0.11729642080194988,0.75,0.75,,,,,,,,,
562,4195600,4496,0.18957007092067782,1.0,1.0,,,,,,,,,
563,4201496,4504,0.11437197950173555,0.625,0.625,,,,,,,,,
564,4207776,4512,0.12587950892763072,0.375,0.375,,,,,,,,,
565,4218408,4520,0.06495523404919608,0.875,0.875,,,,,,,,,
566,4225584,4528,0.09093711049935946,0.875,0.875,,,,,,,,,
567,4231992,4536,0.11202975228949795,0.5,0.5,,,,,,,,,
568,4239872,4544,0.11172502325446282,0.875,0.875,,,,,,,,,
569,4246984,4552,0.12970751248029513,0.875,0.875,,,,,,,,,
570,4255632,4560,0.10083060570051891,0.875,0.875,,,,,,,,,
571,4261784,4568,0.12866404989645377,1.0,1.0,,,,,,,,,
572,4268832,4576,0.10896175468968122,1.0,1.0,,,,,,,,,
573,4273128,4584,0.16993829518347667,0.75,0.75,,,,,,,,,
574,4278192,4592,0.10473775679478917,0.625,0.625,,,,,,,,,
575,4288056,4600,0.11297408294008138,0.875,0.875,,,,,,,,,
576,4299200,4608,0.11613384331496243,0.75,0.75,,,,,,,,,
577,4306248,4616,0.14400593473595985,0.75,0.75,,,,,,,,,
578,4317712,4624,0.08721135067608099,0.75,0.75,,,,,,,,,
579,4326744,4632,0.10836251800558913,0.875,0.875,,,,,,,,,
580,4339744,4640,0.133253978468197,1.0,1.0,,,,,,,,,
581,4350312,4648,0.08700184515864351,0.625,0.625,,,,,,,,,
582,4361840,4656,0.08696646105716781,0.875,0.875,,,,,,,,,
583,4366968,4664,0.13331734734951511,0.75,0.75,,,,,,,,,
584,4374784,4672,0.1255087504556241,0.875,0.875,,,,,,,,,
585,4380744,4680,0.09777746647902985,0.625,0.625,,,,,,,,,
586,4389264,4688,0.08657829669508278,0.75,0.75,,,,,,,,,
587,4398680,4696,0.11640301978625853,1.0,1.0,,,,,,,,,
588,4406176,4704,0.10388163815670462,0.75,0.75,,,,,,,,,
589,4412392,4712,0.12542159224720592,0.5,0.5,,,,,,,,,
590,4419184,4720,0.11210884584692876,0.5,0.5,,,,,,,,,
591,4425400,4728,0.1495235285094491,1.0,1.0,,,,,,,,,
592,4432640,4736,0.11388428056307313,0.625,0.625,,,,,,,,,
593,4437832,4744,0.12798149002024695,0.75,0.75,,,,,,,,,
594,4445840,4752,0.11138057650872175,1.0,1.0,,,,,,,,,
595,4450648,4760,0.12362173988992912,0.75,0.75,,,,,,,,,
596,4459296,4768,0.11260514124190356,0.875,0.875,,,,,,,,,
597,4467624,4776,0.12869160247452788,0.75,0.75,,,,,,,,,
598,4473584,4784,0.1215587744904065,0.625,0.625,,,,,,,,,
599,4479224,4792,0.11279123909636,0.875,0.875,,,,,,,,,
600,4488960,4800,0.07598917488400517,0.75,0.75,,,,,,,,,
601,4498696,4808,0.08297707339770848,0.5,0.5,,,,,,,,,
602,4513616,4816,0.07522771402357474,0.75,0.75,0.1270972278219456,1.0,1.0,,,,,,
603,4522072,4824,0.09918016946128973,1.0,1.0,,,,,,,,,
604,4528928,4832,0.11176807519675701,0.625,0.625,,,,,,,,,
605,4536232,4840,0.16312391293736062,1.0,1.0,,,,,,,,,
606,4541872,4848,0.13662480060396823,0.75,0.75,,,,,,,,,
607,4549176,4856,0.1422398736414544,0.875,0.875,,,,,,,,,
608,4554752,4864,0.10916873194370295,0.875,0.875,,,,,,,,,
609,4562184,4872,0.11773061904401634,0.875,0.875,,,,,,,,,
610,4568016,4880,0.13506833429989248,0.5,0.5,,,,,,,,,
611,4577560,4888,0.1475490260338852,1.0,1.0,,,,,,,,,
612,4582176,4896,0.10042685387889033,1.0,1.0,,,,,,,,,
613,4592296,4904,0.0998112118956113,0.75,0.75,,,,,,,,,
614,4600752,4912,0.07286383499855204,0.625,0.625,,,,,,,,,
615,4607352,4920,0.0910125649668599,0.75,0.75,,,,,,,,,
616,4613376,4928,0.14341278521852358,0.875,0.875,,,,,,,,,
617,4621512,4936,0.11932349591850962,1.0,1.0,,,,,,,,,
618,4627280,4944,0.13659372127429745,1.0,1.0,,,,,,,,,
619,4635800,4952,0.08947938546775133,0.75,0.75,,,,,,,,,
620,4642528,4960,0.11572179597012952,0.875,0.875,,,,,,,,,
621,4647720,4968,0.11886010865101453,0.75,0.75,,,,,,,,,
622,4653872,4976,0.1374391755292318,0.75,0.75,,,,,,,,,
623,4663352,4984,0.09153501040488633,1.0,1.0,,,,,,,,,
624,4669120,4992,0.12236084357989425,0.875,0.875,,,,,,,,,
625,4673800,5000,0.12655696403485078,0.875,0.875,,,,,,,,,
626,4680848,5008,0.07403521396179578,0.75,0.75,,,,,,,,,
627,4688408,5016,0.13316131666640627,0.75,0.75,,,,,,,,,
628,4696672,5024,0.1284916254036564,0.875,0.875,,,,,,,,,
629,4701096,5032,0.12867866050800397,0.625,0.625,,,,,,,,,
630,4709040,5040,0.11262323221476596,0.75,0.75,,,,,,,,,
631,4714104,5048,0.12491621270898709,0.875,0.875,,,,,,,,,
632,4725504,5056,0.11779312898089181,0.875,0.875,,,,,,,,,
633,4731848,5064,0.11703572915475302,0.75,0.75,,,,,,,,,
634,4738256,5072,0.11716205372048112,1.0,1.0,,,,,,,,,
635,4743512,5080,0.13284979913757464,0.625,0.625,,,,,,,,,
636,4747808,5088,0.12306346817297412,0.625,0.625,,,,,,,,,
637,4760360,5096,0.07740436162897056,1.0,1.0,,,,,,,,,
638,4766896,5104,0.14043080352285459,0.75,0.75,,,,,,,,,
639,4774328,5112,0.10965624487336333,0.875,0.875,,,,,,,,,
640,4786816,5120,0.09711965408959866,0.75,0.75,,,,,,,,,
641,4795656,5128,0.11378788452814959,0.625,0.625,,,,,,,,,
642,4801104,5136,0.11803218736711735,1.0,1.0,,,,,,,,,
643,4807896,5144,0.12261063262672167,0.875,0.875,,,,,,,,,
644,4819872,5152,0.07794625130574034,0.875,0.875,,,,,,,,,
645,4825640,5160,0.10039878160875061,0.875,0.875,,,,,,,,,
646,4829808,5168,0.16789545698144098,0.75,0.75,,,,,,,,,
647,4836792,5176,0.07394900845659572,0.75,0.75,,,,,,,,,
648,4844352,5184,0.15998008823948034,1.0,1.0,,,,,,,,,
649,4849928,5192,0.12173625701754799,1.0,1.0,,,,,,,,,
650,4856080,5200,0.12062673411140401,0.875,0.875,,,,,,,,,
651,4864152,5208,0.08679680087184863,0.625,0.625,,,,,,,,,
652,4871648,5216,0.16686468734112841,1.0,1.0,,,,,,,,,
653,4881384,5224,0.1205822947984422,1.0,1.0,,,,,,,,,
654,4888048,5232,0.11460035648504537,0.75,0.75,,,,,,,,,
655,4898808,5240,0.1343104288252839,0.875,0.875,,,,,,,,,
656,4909504,5248,0.12725592616412293,0.75,0.75,,,,,,,,,
657,4914248,5256,0.14640430811533867,0.625,0.625,,,,,,,,,
658,4920336,5264,0.153930524507201,0.875,0.875,,,,,,,,,
659,4926936,5272,0.09787027863539971,0.875,0.875,,,,,,,,,
660,4932192,5280,0.1562976927360293,0.625,0.625,,,,,,,,,
661,4936360,5288,0.11846342324605637,0.625,0.625,,,,,,,,,
662,4947632,5296,0.10442783101447693,0.875,0.875,,,,,,,,,
663,4953400,5304,0.13828326721106998,0.75,0.75,,,,,,,,,
664,4957312,5312,0.1175634096443556,1.0,1.0,,,,,,,,,
665,4964808,5320,0.12394497078759029,0.625,0.625,,,,,,,,,
666,4977296,5328,0.08113129594568023,1.0,1.0,,,,0.8043316006660461,0.5328467153284672,0.2693726937269373,0.7557924596099894,0.46845479253512773,0.35784313725490197
667,4984280,5336,0.12479048582700754,0.625,0.625,,,,,,,,,
668,4991520,5344,0.10278665156470433,1.0,1.0,,,,,,,,,
669,4997544,5352,0.10505113678083314,0.875,0.875,,,,,,,,,
670,5005424,5360,0.12095747029858628,0.75,0.75,0.12453820785490365,0.875,0.875,,,,,,
671,5010488,5368,0.11514554311347629,1.0,1.0,,,,,,,,,
672,5020032,5376,0.08957875880423527,0.875,0.875,,,,,,,,,
673,5023304,5384,0.14360427999966888,0.625,0.625,,,,,,,,,
674,5038800,5392,0.06592856898024406,0.75,0.75,,,,,,,,,
675,5045592,5400,0.10647203295893945,0.625,0.625,,,,,,,,,
676,5050336,5408,0.1077400156794059,0.75,0.75,,,,,,,,,
677,5059624,5416,0.09080512493548445,0.75,0.75,,,,,,,,,
678,5064624,5424,0.10705075181469763,0.625,0.625,,,,,,,,,
679,5068856,5432,0.14187093017114327,0.75,0.75,,,,,,,,,
680,5076352,5440,0.12846005318990084,0.875,0.875,,,,,,,,,
681,5086664,5448,0.1147302777116694,1.0,1.0,,,,,,,,,
682,5097360,5456,0.12392455916048381,0.625,0.625,,,,,,,,,
683,5104984,5464,0.14276408375399843,0.625,0.625,,,,,,,,,
684,5112544,5472,0.10287152117977914,0.75,0.75,,,,,,,,,
685,5120872,5480,0.12542289046117022,0.75,0.75,,,,,,,,,
686,5129200,5488,0.10651684642827486,0.625,0.625,,,,,,,,,
687,5133240,5496,0.1070444493111083,0.75,0.75,,,,,,,,,
688,5138624,5504,0.10209149458823616,0.875,0.875,,,,,,,,,
689,5143816,5512,0.10400623703753317,0.75,0.75,,,,,,,,,
690,5155216,5520,0.07395281856974492,0.875,0.875,,,,,,,,,
691,5159896,5528,0.12852580660484544,1.0,1.0,,,,,,,,,
692,5165984,5536,0.09804445290842856,0.625,0.625,,,,,,,,,
693,5177832,5544,0.0850553089221235,0.875,0.875,,,,,,,,,
694,5183472,5552,0.09781108498702325,0.875,0.875,,,,,,,,,
695,5190008,5560,0.12354537679215469,0.875,0.875,,,,,,,,,
696,5197440,5568,0.11582559013562092,0.75,0.75,,,,,,,,,
697,5205512,5576,0.10937787275759467,0.75,0.75,,,,,,,,,
698,5212368,5584,0.12224041290896556,0.625,0.625,,,,,,,,,
699,5218200,5592,0.12648769235767238,0.75,0.75,,,,,,,,,
700,5229088,5600,0.07690001042824499,0.875,0.875,,,,,,,,,
701,5234280,5608,0.12800913252177848,0.75,0.75,,,,,,,,,
702,5244016,5616,0.09194509950699414,0.75,0.75,,,,,,,,,
703,5250424,5624,0.1138911279919099,1.0,1.0,,,,,,,,,
704,5255872,5632,0.18338911886549814,0.75,0.75,,,,,,,,,
705,5262472,5640,0.08755243186113601,0.875,0.875,,,,,,,,,
706,5269776,5648,0.10297309151517886,1.0,1.0,,,,,,,,,
707,5275928,5656,0.12835740941778506,0.625,0.625,,,,,,,,,
708,5284768,5664,0.10186262998782702,0.625,0.625,,,,,,,,,
709,5289704,5672,0.13318336491588312,0.875,0.875,,,,,,,,,
710,5295856,5680,0.1378258090150231,0.375,0.375,,,,,,,,,
711,5302136,5688,0.10892110192720747,1.0,1.0,,,,,,,,,
712,5308288,5696,0.11255695327104194,0.625,0.625,,,,,,,,,
713,5314312,5704,0.12422235338631554,1.0,1.0,,,,,,,,,
714,5322512,5712,0.13625196470208495,0.625,0.625,,,,,,,,,
715,5330584,5720,0.0756532048741472,0.875,0.875,,,,,,,,,
716,5338464,5728,0.12927049688694434,1.0,1.0,,,,,,,,,
717,5344040,5736,0.1638837888753601,1.0,1.0,,,,,,,,,
718,5348784,5744,0.13324518559797,0.375,0.375,,,,,,,,,
719,5352952,5752,0.1432002274455401,0.75,0.75,,,,,,,,,
720,5360384,5760,0.12954369482175862,0.875,0.875,,,,,,,,,
721,5369672,5768,0.08795556807752863,0.75,0.75,,,,,,,,,
722,5377296,5776,0.12712016173679133,1.0,1.0,,,,,,,,,
723,5385368,5784,0.11991828129659896,0.625,0.625,,,,,,,,,
724,5391456,5792,0.10121046032402016,1.0,1.0,,,,,,,,,
725,5406440,5800,0.06488010356024969,0.75,0.75,,,,,,,,,
726,5414704,5808,0.11340605739724245,0.75,0.75,,,,,,,,,
727,5423736,5816,0.07909940335691235,0.75,0.75,,,,,,,,,
728,5432640,5824,0.10808714415612458,1.0,1.0,,,,,,,,,
729,5437000,5832,0.12069415624751002,0.75,0.75,,,,,,,,,
730,5445008,5840,0.09870653776940816,0.75,0.75,,,,,,,,,
731,5453336,5848,0.13121073109113532,0.5,0.5,,,,,,,,,
732,5462816,5856,0.11741432467059167,0.875,0.875,,,,,,,,,
733,5466792,5864,0.1559283735787784,0.75,0.75,,,,,,,,,
734,5476528,5872,0.07293120873320526,0.625,0.625,,,,,,,,,
735,5481656,5880,0.1491939650823626,0.875,0.875,,,,,,,,,
736,5487296,5888,0.08689388590263936,0.75,0.75,,,,,,,,,
737,5493640,5896,0.1377828908565495,0.75,0.75,,,,,,,,,
738,5499536,5904,0.12483923004001732,0.625,0.625,,,,,,,,,
739,5514392,5912,0.09835961853117678,0.875,0.875,0.1198873904307267,0.75,0.75,,,,,,
740,5521312,5920,0.10413888949401696,0.625,0.625,,,,,,,,,
741,5528936,5928,0.10631471507777907,0.875,0.875,,,,,,,,,
742,5535984,5936,0.11986004483676269,0.875,0.875,,,,,,,,,
743,5543544,5944,0.09933239175699386,0.875,0.875,,,,,,,,,
744,5553024,5952,0.08836453964996464,0.5,0.5,,,,,,,,,
745,5557448,5960,0.15014790280990306,0.875,0.875,,,,,,,,,
746,5565200,5968,0.08945043731789834,0.625,0.625,,,,,,,,,
747,5571928,5976,0.09966258481184573,1.0,1.0,,,,,,,,,
748,5575968,5984,0.16214503631460353,1.0,1.0,,,,,,,,,
749,5584552,5992,0.13925738622056896,0.75,0.75,,,,,,,,,
750,5589808,6000,0.10100274030777773,0.875,0.875,,,,,,,,,
751,5596280,6008,0.09907127641905741,0.5,0.5,,,,,,,,,
752,5603776,6016,0.09346059353164442,1.0,1.0,,,,,,,,,
753,5611144,6024,0.09947710062724688,0.75,0.75,,,,,,,,,
754,5618960,6032,0.12581540850797274,1.0,1.0,,,,,,,,,
755,5628376,6040,0.07680005912812603,1.0,1.0,,,,,,,,,
756,5633376,6048,0.1514609793567461,0.75,0.75,,,,,,,,,
757,5639528,6056,0.13387712436280486,0.875,0.875,,,,,,,,,
758,5648368,6064,0.1222048124425834,0.625,0.625,,,,,,,,,
759,5655416,6072,0.15515764208953747,1.0,1.0,,,,,,,,,
760,5662976,6080,0.11859743344166375,1.0,1.0,,,,,,,,,
761,5668744,6088,0.11570601087192363,0.625,0.625,,,,,,,,,
762,5673744,6096,0.1126808343123566,0.875,0.875,,,,,,,,,
763,5680024,6104,0.11178761900324129,0.75,0.75,,,,,,,,,
764,5687136,6112,0.09479278812725611,1.0,1.0,,,,,,,,,
765,5696104,6120,0.09766694367815314,0.875,0.875,,,,,,,,,
766,5704048,6128,0.11923958549672693,0.75,0.75,,,,,,,,,
767,5710008,6136,0.12578113133744648,1.0,1.0,,,,,,,,,
768,5714432,6144,0.10509857638758673,0.875,0.875,,,,,,,,,
769,5719496,6152,0.10303764556484554,0.625,0.625,,,,,,,,,
770,5726864,6160,0.1047294964750836,0.75,0.75,,,,,,,,,
771,5736280,6168,0.09658991851577844,0.875,0.875,,,,,,,,,
772,5741344,6176,0.09201947021849469,0.5,0.5,,,,,,,,,
773,5747176,6184,0.12720891190482123,0.75,0.75,,,,,,,,,
774,5751024,6192,0.13184644286292785,0.875,0.875,,,,,,,,,
775,5756024,6200,0.13495607852155048,0.875,0.875,,,,,,,,,
776,5760320,6208,0.12496214008634907,1.0,1.0,,,,,,,,,
777,5767240,6216,0.09541370443979669,1.0,1.0,,,,,,,,,
778,5772240,6224,0.1159814843162218,0.625,0.625,,,,,,,,,
779,5779224,6232,0.12265429915176501,0.75,0.75,,,,,,,,,
780,5785120,6240,0.08578632695326874,0.875,0.875,,,,,,,,,
781,5792296,6248,0.11317795327034852,1.0,1.0,,,,,,,,,
782,5799344,6256,0.10746937977384582,0.75,0.75,,,,,,,,,
783,5809080,6264,0.11202892053094834,0.875,0.875,,,,,,,,,
784,5815488,6272,0.13815359994195237,0.875,0.875,,,,,,,,,
785,5823752,6280,0.17276703893359324,1.0,1.0,,,,,,,,,
