step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1175,8762680,9400,0.07840026380381664,0.375,0.375,,,,,,,,,
1176,8766336,9408,0.13945968680819232,0.75,0.75,,,,,,,,,
1177,8773320,9416,0.11693468220476033,0.875,0.875,,,,,,,,,
1178,8779984,9424,0.15497336107595178,0.875,0.875,,,,,,,,,
1179,8785432,9432,0.08909986159548416,1.0,1.0,,,,,,,,,
1180,8795552,9440,0.09438165238541046,0.875,0.875,,,,,,,,,
1181,8805224,9448,0.10480639996890437,0.875,0.875,,,,,,,,,
1182,8811120,9456,0.13191124111826127,0.875,0.875,,,,,,,,,
1183,8823096,9464,0.08794438195678829,0.875,0.875,,,,,,,,,
1184,8836480,9472,0.08824524452642456,1.0,1.0,,,,,,,,,
1185,8840584,9480,0.14465375708479197,1.0,1.0,,,,,,,,,
1186,8846032,9488,0.11471207162718294,0.75,0.75,,,,,,,,,
1187,8853080,9496,0.10680542496290088,0.75,0.75,,,,,,,,,
1188,8862240,9504,0.17002927792964614,0.625,0.625,,,,,,,,,
1189,8870120,9512,0.0916014393091379,0.625,0.625,,,,,,,,,
1190,8877552,9520,0.1282864591179099,0.875,0.875,,,,,,,,,
1191,8885624,9528,0.06479180316279436,0.875,0.875,,,,,,,,,
1192,8893632,9536,0.08225533528936392,1.0,1.0,,,,,,,,,
1193,8899784,9544,0.11254397267074659,0.875,0.875,,,,,,,,,
1194,8906640,9552,0.10394713102122174,0.875,0.875,,,,,,,,,
1195,8910744,9560,0.10812635439072557,1.0,1.0,,,,,,,,,
1196,8915808,9568,0.10259053573669145,0.875,0.875,,,,,,,,,
1197,8922280,9576,0.11147375875670233,0.75,0.75,,,,,,,,,
1198,8928368,9584,0.12323019528240757,0.875,0.875,,,,,,,,,
1199,8937528,9592,0.08179653902006818,1.0,1.0,,,,,,,,,
1200,8945600,9600,0.08367604345857785,0.875,0.875,,,,,,,,,
1201,8952328,9608,0.1042219592742029,0.875,0.875,,,,,,,,,
1202,8958864,9616,0.08518944840414809,1.0,1.0,,,,,,,,,
1203,8965208,9624,0.12103139906361841,0.875,0.875,,,,,,,,,
1204,8975264,9632,0.14236019455910384,1.0,1.0,,,,,,,,,
1205,8983144,9640,0.12685263821102902,0.75,0.75,,,,,,,,,
1206,8990896,9648,0.11772903417282603,0.875,0.875,,,,,,,,,
1207,8999288,9656,0.10271511500133572,1.0,1.0,,,,,,,,,
1208,9006144,9664,0.12088134750273308,0.5,0.5,,,,,,,,,
1209,9015688,9672,0.07964647575432338,0.75,0.75,0.13699558717757432,0.875,0.875,,,,,,
1210,9024976,9680,0.08642716758973247,0.625,0.625,,,,,,,,,
1211,9030040,9688,0.14660727575424906,1.0,1.0,,,,,,,,,
1212,9036256,9696,0.12175362756351443,0.875,0.875,,,,,,,,,
1213,9041000,9704,0.1492419191222365,0.75,0.75,,,,,,,,,
1214,9052784,9712,0.08720983657443684,0.625,0.625,,,,,,,,,
1215,9060600,9720,0.1318110850756566,0.625,0.625,,,,,,,,,
1216,9068672,9728,0.1143591214211986,0.875,0.875,,,,,,,,,
1217,9080072,9736,0.10116159082980435,0.875,0.875,,,,,,,,,
1218,9088976,9744,0.13501539680874153,0.875,0.875,,,,,,,,,
1219,9096472,9752,0.09392321881468446,0.875,0.875,,,,,,,,,
1220,9100448,9760,0.1264063210631289,0.625,0.625,,,,,,,,,
1221,9107560,9768,0.11514870009913535,1.0,1.0,,,,,,,,,
1222,9118512,9776,0.11001694816675327,0.625,0.625,,,,,,,,,
1223,9128952,9784,0.08122341243351956,0.75,0.75,,,,,,,,,
1224,9133888,9792,0.09722888646826341,0.875,0.875,,,,,,,,,
1225,9144968,9800,0.0720184555742705,0.75,0.75,,,,,,,,,
1226,9151504,9808,0.106573101280125,0.75,0.75,,,,,,,,,
1227,9161368,9816,0.11708863579650017,0.75,0.75,,,,,,,,,
1228,9171616,9824,0.09022953908281438,1.0,1.0,,,,,,,,,
1229,9181352,9832,0.1110335638755402,0.75,0.75,,,,,,,,,
1230,9190064,9840,0.11381165888538221,0.875,0.875,,,,,,,,,
1231,9197688,9848,0.10453826322246754,0.75,0.75,,,,,,,,,
1232,9204224,9856,0.11205722726095912,0.875,0.875,,,,,,,,,
1233,9209608,9864,0.11334541941184681,0.875,0.875,,,,,,,,,
1234,9220688,9872,0.08488103154973795,0.75,0.75,,,,,,,,,
1235,9228120,9880,0.10311849732196626,0.75,0.75,,,,,,,,,
1236,9234336,9888,0.12069393269281337,1.0,1.0,,,,,,,,,
1237,9241384,9896,0.09895833091632764,0.75,0.75,,,,,,,,,
1238,9249520,9904,0.08944655274804778,0.375,0.375,,,,,,,,,
1239,9257656,9912,0.0998184319277408,0.375,0.375,,,,,,,,,
1240,9264704,9920,0.13395855143190818,0.75,0.75,,,,,,,,,
1241,9270088,9928,0.14570183274122234,0.875,0.875,,,,,,,,,
1242,9274768,9936,0.14993703857218543,0.625,0.625,,,,,,,,,
1243,9283032,9944,0.09339163440286848,0.625,0.625,,,,,,,,,
1244,9291104,9952,0.08471754623695463,0.875,0.875,,,,,,,,,
1245,9302824,9960,0.12713490462213928,0.75,0.75,,,,,,,,,
1246,9311088,9968,0.1291208620724683,0.625,0.625,,,,,,,,,
1247,9316856,9976,0.10352312944619312,0.875,0.875,,,,,,,,,
1248,9329408,9984,0.06370429501744113,0.875,0.875,,,,,,,,,
1249,9337224,9992,0.08679630307235137,0.75,0.75,,,,,,,,,
1250,9342992,10000,0.12188446755247628,0.625,0.625,,,,,,,,,
1251,9347928,10008,0.12369296585173584,0.875,0.875,,,,,,,,,
1252,9354336,10016,0.12432068547530734,0.375,0.375,,,,,,,,,
1253,9362856,10024,0.11417116059203564,0.5,0.5,,,,,,,,,
1254,9370480,10032,0.08576465279548313,0.875,0.875,,,,,,,,,
1255,9377720,10040,0.1273229637943611,1.0,1.0,,,,,,,,,
1256,9383488,10048,0.12378122034339345,1.0,1.0,,,,,,,,,
1257,9390088,10056,0.10025105317035868,0.625,0.625,,,,,,,,,
1258,9400464,10064,0.11074206331777003,0.625,0.625,,,,,,,,,
1259,9411800,10072,0.09244801978391026,0.875,0.875,,,,,,,,,
1260,9417952,10080,0.134024057127634,0.625,0.625,,,,,,,,,
1261,9423656,10088,0.13289084331576226,1.0,1.0,,,,,,,,,
1262,9428336,10096,0.14686564068716584,1.0,1.0,,,,,,,,,
1263,9433464,10104,0.12608160544792174,0.625,0.625,,,,,,,,,
1264,9441536,10112,0.15147018819290056,1.0,1.0,,,,,,,,,
1265,9447624,10120,0.1017464908082223,0.75,0.75,,,,,,,,,
1266,9451984,10128,0.11994865411277557,0.75,0.75,,,,,,,,,
1267,9466904,10136,0.06411533300265178,0.875,0.875,,,,,,,,,
1268,9471008,10144,0.11913223877206366,0.125,0.125,,,,,,,,,
1269,9475112,10152,0.1512627751767074,0.5,0.5,,,,,,,,,
1270,9484144,10160,0.11360656720809259,0.875,0.875,,,,,,,,,
1271,9490552,10168,0.13024571126121892,0.625,0.625,,,,,,,,,
1272,9499712,10176,0.08712830828934919,0.875,0.875,,,,,,,,,
1273,9505480,10184,0.1498950617589838,0.75,0.75,,,,,,,,,
1274,9512272,10192,0.09380563780989506,0.875,0.875,,,,,,,,,
1275,9521688,10200,0.11060777293439966,1.0,1.0,0.09797883069484264,0.625,0.625,,,,,,
1276,9526624,10208,0.12489539260857638,0.875,0.875,,,,,,,,,
1277,9532648,10216,0.13221673339093853,0.875,0.875,,,,,,,,,
1278,9536688,10224,0.14474666326330493,0.875,0.875,,,,,,,,,
1279,9546168,10232,0.0869273420499721,0.875,0.875,,,,,,,,,
1280,9556224,10240,0.08610940546665517,1.0,1.0,,,,,,,,,
1281,9563016,10248,0.12699418063965415,0.75,0.75,,,,,,,,,
1282,9570576,10256,0.15340848466779902,0.875,0.875,,,,,,,,,
1283,9575896,10264,0.13613738579621448,0.5,0.5,,,,,,,,,
1284,9581728,10272,0.12514158462270686,0.75,0.75,,,,,,,,,
1285,9590760,10280,0.1271002903269323,0.625,0.625,,,,,,,,,
1286,9600560,10288,0.0769033175341559,0.625,0.625,,,,,,,,,
1287,9605368,10296,0.14538736998176735,0.375,0.375,,,,,,,,,
1288,9611456,10304,0.10335764670736167,0.875,0.875,,,,,,,,,
1289,9624648,10312,0.08816671069910617,0.875,0.875,,,,,,,,,
1290,9631760,10320,0.11339887818998069,0.625,0.625,,,,,,,,,
1291,9637400,10328,0.15687339820593818,0.625,0.625,,,,,,,,,
1292,9645152,10336,0.09585877810850439,0.875,0.875,,,,,,,,,
1293,9652712,10344,0.08158122962400234,0.625,0.625,,,,,,,,,
1294,9662128,10352,0.10817629144877267,0.75,0.75,,,,,,,,,
1295,9670456,10360,0.0821816257769084,0.75,0.75,,,,,,,,,
1296,9676672,10368,0.17744171860521352,1.0,1.0,,,,,,,,,
1297,9684296,10376,0.08853045308141094,1.0,1.0,,,,,,,,,
1298,9693072,10384,0.08580607922047205,0.875,0.875,,,,,,,,,
1299,9697624,10392,0.1080146693618936,1.0,1.0,,,,,,,,,
1300,9705120,10400,0.1130432343948522,0.75,0.75,,,,,,,,,
1301,9712680,10408,0.11822669183291992,0.875,0.875,,,,,,,,,
1302,9719024,10416,0.1268773831480808,0.75,0.75,,,,,,,,,
1303,9726200,10424,0.09773530355798972,1.0,1.0,,,,,,,,,
1304,9735232,10432,0.10343473204370524,0.875,0.875,,,,,,,,,
1305,9741384,10440,0.1017841001135112,1.0,1.0,,,,,,,,,
1306,9752720,10448,0.09606333368405873,0.875,0.875,,,,,,,,,
1307,9760408,10456,0.1552537600472776,0.75,0.75,,,,,,,,,
1308,9768480,10464,0.136185577612977,0.625,0.625,,,,,,,,,
1309,9778856,10472,0.08005724922232785,0.5,0.5,,,,,,,,,
1310,9787760,10480,0.10616829391938282,0.75,0.75,,,,,,,,,
1311,9795000,10488,0.1245742204976621,0.875,0.875,,,,,,,,,
1312,9801280,10496,0.11038283189494567,0.75,0.75,,,,,,,,,
1313,9809352,10504,0.16667438074219004,0.75,0.75,,,,,,,,,
1314,9817808,10512,0.09000900492906787,0.75,0.75,,,,,,,,,
1315,9826840,10520,0.1313639068060365,0.75,0.75,,,,,,,,,
1316,9832608,10528,0.12398656670047876,0.75,0.75,,,,,,,,,
1317,9839976,10536,0.10902588378277765,0.625,0.625,,,,,,,,,
1318,9846320,10544,0.12840336376054726,1.0,1.0,,,,,,,,,
1319,9854264,10552,0.13597133805720335,0.875,0.875,,,,,,,,,
1320,9862592,10560,0.1039115991289613,0.75,0.75,,,,,,,,,
1321,9871816,10568,0.1214871287326943,0.625,0.625,,,,,,,,,
1322,9880400,10576,0.11495616365041877,1.0,1.0,,,,,,,,,
1323,9888856,10584,0.09471817831538111,0.75,0.75,,,,,,,,,
1324,9895648,10592,0.09557119349883268,0.625,0.625,,,,,,,,,
1325,9905064,10600,0.08978763023251574,0.875,0.875,,,,,,,,,
1326,9912496,10608,0.13083756201639524,0.625,0.625,,,,,,,,,
1327,9919736,10616,0.1334995839955962,0.875,0.875,,,,,,,,,
1328,9926784,10624,0.11040370732213205,0.875,0.875,,,,,,,,,
1329,9939272,10632,0.08585454136757996,0.875,0.875,,,,,,,,,
1330,9944336,10640,0.11481211152425301,0.875,0.875,,,,,,,,,
1331,9952408,10648,0.1011863875635085,0.875,0.875,,,,,,,,,
1332,9960672,10656,0.10216725172607952,1.0,1.0,,,,0.8035847544670105,0.5263157894736842,0.2952029520295203,0.7577808643254972,0.4564746304065864,0.37825059101654845
1333,9965800,10664,0.11663920439208196,0.75,0.75,,,,,,,,,
1334,9971504,10672,0.11781060480094721,0.75,0.75,,,,,,,,,
1335,9980152,10680,0.12705660013127737,1.0,1.0,,,,,,,,,
1336,9984576,10688,0.10500025383444499,0.875,0.875,,,,,,,,,
1337,9989640,10696,0.14129233166615068,0.875,0.875,,,,,,,,,
1338,9993680,10704,0.10516106277654695,0.875,0.875,,,,,,,,,
1339,10003992,10712,0.07535152424195984,0.875,0.875,,,,,,,,,
1340,10012512,10720,0.08669705074953872,0.75,0.75,,,,,,,,,
1341,10027432,10728,0.052299777850743204,0.875,0.875,,,,,,,,,
1342,10037296,10736,0.10026067552883138,1.0,1.0,0.12844748664116953,0.75,0.75,,,,,,
1343,10045816,10744,0.12700149609464303,0.625,0.625,,,,,,,,,
1344,10053056,10752,0.08567382923333373,1.0,1.0,,,,,,,,,
1345,10062600,10760,0.08035351729494575,1.0,1.0,,,,,,,,,
1346,10069456,10768,0.0939832782523885,1.0,1.0,,,,,,,,,
1347,10076888,10776,0.09779009061109578,0.75,0.75,,,,,,,,,
1348,10082528,10784,0.10690112323608006,0.875,0.875,,,,,,,,,
1349,10088488,10792,0.10475684191887574,1.0,1.0,,,,,,,,,
1350,10094000,10800,0.11544569404989137,0.75,0.75,,,,,,,,,
1351,10099000,10808,0.12030624187437114,0.5,0.5,,,,,,,,,
1352,10105600,10816,0.08652191624198761,1.0,1.0,,,,,,,,,
1353,10116168,10824,0.07094572502481482,1.0,1.0,,,,,,,,,
1354,10122768,10832,0.12435103731201813,0.625,0.625,,,,,,,,,
1355,10129112,10840,0.09604224121557789,0.875,0.875,,,,,,,,,
1356,10135968,10848,0.11693387570114654,0.75,0.75,,,,,,,,,
1357,10142952,10856,0.10788086138732889,0.875,0.875,,,,,,,,,
1358,10148528,10864,0.14390406827692676,0.875,0.875,,,,,,,,,
1359,10156920,10872,0.08724481320295593,0.75,0.75,,,,,,,,,
1360,10161984,10880,0.09616020627146396,0.875,0.875,,,,,,,,,
1361,10166472,10888,0.13123163249404576,0.625,0.625,,,,,,,,,
1362,10171920,10896,0.1093046026253977,0.625,0.625,,,,,,,,,
1363,10181080,10904,0.09764683488426151,0.875,0.875,,,,,,,,,
1364,10185568,10912,0.10731425484568692,0.75,0.75,,,,,,,,,
1365,10193768,10920,0.09154378331295265,0.625,0.625,,,,,,,,,
1366,10199408,10928,0.11005548022080544,0.875,0.875,,,,,,,,,
1367,10206904,10936,0.09062258595794827,0.625,0.625,,,,,,,,,
1368,10216960,10944,0.11749545173114123,1.0,1.0,,,,,,,,,
1369,10226248,10952,0.09630870399967786,0.75,0.75,,,,,,,,,
1370,10231888,10960,0.13055568454105895,1.0,1.0,,,,,,,,,
1371,10238040,10968,0.08085230214873851,0.75,0.75,,,,,,,,,
1372,10243040,10976,0.10162858571924337,0.625,0.625,,,,,,,,,
1373,10251368,10984,0.13887796795997684,0.875,0.875,,,,,,,,,
1374,10258800,10992,0.1168752541440674,0.5,0.5,,,,,,,,,
1375,10265848,11000,0.10997040831750093,0.625,0.625,,,,,,,,,
1376,10274688,11008,0.12182137158899026,0.625,0.625,,,,,,,,,
1377,10279752,11016,0.09815024720178779,0.875,0.875,,,,,,,,,
1378,10285520,11024,0.12029057342778296,0.75,0.75,,,,,,,,,
1379,10292568,11032,0.12910447684689594,0.875,0.875,,,,,,,,,
1380,10299488,11040,0.09377710233066482,0.75,0.75,,,,,,,,,
1381,10305256,11048,0.11149668694209741,0.75,0.75,,,,,,,,,
1382,10313712,11056,0.10560097412773702,0.875,0.875,,,,,,,,,
1383,10321208,11064,0.09214281401222399,0.75,0.75,,,,,,,,,
1384,10329280,11072,0.10901071246135159,0.75,0.75,,,,,,,,,
1385,10335688,11080,0.11414713261682799,0.875,0.875,,,,,,,,,
1386,10346448,11088,0.09848138162423781,1.0,1.0,,,,,,,,,
1387,10352280,11096,0.09790981234576393,0.875,0.875,,,,,,,,,
1388,10358176,11104,0.13980242729327486,0.875,0.875,,,,,,,,,
1389,10373864,11112,0.1215682389358187,0.875,0.875,,,,,,,,,
1390,10381808,11120,0.0912794032943756,0.875,0.875,,,,,,,,,
1391,10390136,11128,0.11567206763010941,0.5,0.5,,,,,,,,,
1392,10402624,11136,0.08257918944971512,0.75,0.75,,,,,,,,,
1393,10412872,11144,0.15230282597391404,1.0,1.0,,,,,,,,,
1394,10420880,11152,0.09925796381841764,0.75,0.75,,,,,,,,,
1395,10433368,11160,0.0801357376948001,0.875,0.875,,,,,,,,,
1396,10448928,11168,0.08701918658378015,0.875,0.875,,,,,,,,,
1397,10455848,11176,0.10368087597403844,0.875,0.875,,,,,,,,,
1398,10460336,11184,0.1277362201322968,1.0,1.0,,,,,,,,,
1399,10465400,11192,0.10429266092792504,0.875,0.875,,,,,,,,,
1400,10474752,11200,0.10477660098813757,0.375,0.375,,,,,,,,,
1401,10484168,11208,0.09186255010199273,0.875,0.875,,,,,,,,,
1402,10488976,11216,0.10515177614809951,0.75,0.75,,,,,,,,,
1403,10495960,11224,0.11985518973285428,0.75,0.75,,,,,,,,,
1404,10501664,11232,0.08407687922417675,0.75,0.75,,,,,,,,,
1405,10506984,11240,0.16713904190095455,1.0,1.0,,,,,,,,,
1406,10518064,11248,0.1378328818823549,0.75,0.75,,,,,,,,,
1407,10524920,11256,0.11032580901735549,0.75,0.75,,,,,,,,,
1408,10530176,11264,0.1001871459481775,0.875,0.875,,,,,,,,,
1409,10536008,11272,0.15917503170137517,0.75,0.75,0.10832555668650501,0.875,0.875,,,,,,
1410,10542992,11280,0.08594506994237772,0.875,0.875,,,,,,,,,
1411,10551256,11288,0.10654699511957692,0.75,0.75,,,,,,,,,
1412,10561376,11296,0.15284468917274266,0.75,0.75,,,,,,,,,
1413,10566952,11304,0.10174722891465342,0.875,0.875,,,,,,,,,
1414,10576112,11312,0.09710673913160296,0.875,0.875,,,,,,,,,
1415,10582584,11320,0.13190117588666017,0.875,0.875,,,,,,,,,
1416,10591424,11328,0.12595485860673553,1.0,1.0,,,,,,,,,
1417,10597064,11336,0.12663546212259758,0.75,0.75,,,,,,,,,
1418,10601104,11344,0.12287281228277845,0.875,0.875,,,,,,,,,
1419,10609240,11352,0.08894723589731317,0.875,0.875,,,,,,,,,
1420,10623136,11360,0.060322434625936415,0.875,0.875,,,,,,,,,
1421,10629416,11368,0.12091595126179437,0.875,0.875,,,,,,,,,
1422,10634608,11376,0.11012598933737662,0.75,0.75,,,,,,,,,
1423,10642552,11384,0.10239709855345602,1.0,1.0,,,,,,,,,
1424,10651520,11392,0.08507031921183476,0.875,0.875,,,,,,,,,
1425,10664520,11400,0.07354080090493098,0.875,0.875,,,,,,,,,
1426,10670352,11408,0.08760803731051775,0.875,0.875,,,,,,,,,
1427,10678232,11416,0.09316240338546516,1.0,1.0,,,,,,,,,
1428,10686432,11424,0.09730243249415038,0.75,0.75,,,,,,,,,
1429,10701416,11432,0.07243150601376364,0.75,0.75,,,,,,,,,
1430,10711856,11440,0.10100234312040403,1.0,1.0,,,,,,,,,
1431,10719480,11448,0.12048349549241304,0.875,0.875,,,,,,,,,
1432,10726976,11456,0.0848108381062149,0.875,0.875,,,,,,,,,
1433,10738248,11464,0.06297055178359562,0.5,0.5,,,,,,,,,
1434,10744464,11472,0.1051272798546327,0.625,0.625,,,,,,,,,
1435,10750424,11480,0.1469058153479056,0.875,0.875,,,,,,,,,
1436,10758176,11488,0.1282816072038205,0.75,0.75,,,,,,,,,
1437,10765160,11496,0.11789891147229548,1.0,1.0,,,,,,,,,
1438,10771760,11504,0.10209587558450417,0.875,0.875,,,,,,,,,
1439,10778552,11512,0.13223382121375618,1.0,1.0,,,,,,,,,
1440,10783296,11520,0.14577338479240057,1.0,1.0,,,,,,,,,
1441,10792776,11528,0.08504391187095986,0.75,0.75,,,,,,,,,
1442,10796496,11536,0.16262712081835146,0.875,0.875,,,,,,,,,
1443,10803992,11544,0.09283795574476261,0.875,0.875,,,,,,,,,
1444,10814560,11552,0.10967016619315445,1.0,1.0,,,,,,,,,
1445,10819560,11560,0.08267663867301399,0.875,0.875,,,,,,,,,
1446,10823664,11568,0.16211549505569656,0.875,0.875,,,,,,,,,
1447,10831416,11576,0.10212673873612654,0.75,0.75,,,,,,,,,
1448,10842112,11584,0.12382153705989382,0.875,0.875,,,,,,,,,
1449,10846920,11592,0.12038499414741405,0.5,0.5,,,,,,,,,
1450,10857552,11600,0.08336937035482471,0.875,0.875,,,,,,,,,
1451,10862168,11608,0.126707103124896,0.875,0.875,,,,,,,,,
1452,10869408,11616,0.12076256549708239,0.875,0.875,,,,,,,,,
1453,10873832,11624,0.11991050321922328,1.0,1.0,,,,,,,,,
1454,10878512,11632,0.11444169403749892,0.75,0.75,,,,,,,,,
1455,10884856,11640,0.08236031780484022,1.0,1.0,,,,,,,,,
1456,10891776,11648,0.11956433260840474,0.875,0.875,,,,,,,,,
1457,10898760,11656,0.09802978491362252,0.875,0.875,,,,,,,,,
1458,10904656,11664,0.14308339309153945,0.875,0.875,,,,,,,,,
1459,10913048,11672,0.1371985226188862,0.625,0.625,,,,,,,,,
1460,10920480,11680,0.08338345490215698,0.875,0.875,,,,,,,,,
1461,10927016,11688,0.08983552993401922,1.0,1.0,,,,,,,,,
1462,10934768,11696,0.08228801682501242,0.75,0.75,,,,,,,,,
1463,10944504,11704,0.08705943189465333,0.875,0.875,,,,,,,,,
1464,10952320,11712,0.08792741391251481,1.0,1.0,,,,,,,,,
1465,10959176,11720,0.1007381320427452,0.625,0.625,,,,,,,,,
1466,10965456,11728,0.09893975715937064,0.875,0.875,,,,,,,,,
1467,10972184,11736,0.1134030813824057,0.75,0.75,,,,,,,,,
1468,10979424,11744,0.10280795749987896,1.0,1.0,,,,,,,,,
1469,10986408,11752,0.09868814132428207,0.875,0.875,,,,,,,,,
1470,10991152,11760,0.12479117587504042,0.875,0.875,,,,,,,,,
1471,10997496,11768,0.13374118298620272,0.75,0.75,,,,,,,,,
1472,11003648,11776,0.14956105664130062,0.875,0.875,,,,,,,,,
1473,11011528,11784,0.09387591136667867,1.0,1.0,,,,,,,,,
1474,11020048,11792,0.11712305689860225,0.625,0.625,,,,,,,,,
1475,11029464,11800,0.09536676401643224,0.875,0.875,,,,,,,,,
1476,11037024,11808,0.11067553643031784,1.0,1.0,,,,,,,,,
1477,11045352,11816,0.10262618689454758,1.0,1.0,0.14354210398986503,1.0,1.0,,,,,,
1478,11049712,11824,0.14528770220075865,0.875,0.875,,,,,,,,,
1479,11059384,11832,0.09101682659715087,0.875,0.875,,,,,,,,,
1480,11065792,11840,0.0835371437995853,1.0,1.0,,,,,,,,,
1481,11069576,11848,0.13789905294510751,1.0,1.0,,,,,,,,,
1482,11075600,11856,0.15867023284122947,0.875,0.875,,,,,,,,,
1483,11083352,11864,0.11552751533445091,0.875,0.875,,,,,,,,,
1484,11092576,11872,0.08855212975895824,0.875,0.875,,,,,,,,,
1485,11097704,11880,0.12460970834794363,0.625,0.625,,,,,,,,,
1486,11103280,11888,0.10701317987711385,0.5,0.5,,,,,,,,,
1487,11108216,11896,0.10169135367428551,0.75,0.75,,,,,,,,,
1488,11116736,11904,0.13175766360198787,0.75,0.75,,,,,,,,,
1489,11122696,11912,0.0928052193041411,1.0,1.0,,,,,,,,,
1490,11128144,11920,0.11285672881118546,0.75,0.75,,,,,,,,,
1491,11135064,11928,0.11905142345124936,0.75,0.75,,,,,,,,,
1492,11141408,11936,0.08930495931616889,0.875,0.875,,,,,,,,,
1493,11154280,11944,0.08152143586107248,0.875,0.875,,,,,,,,,
1494,11163632,11952,0.08785354716737967,0.75,0.75,,,,,,,,,
1495,11171640,11960,0.07966523845087853,0.875,0.875,,,,,,,,,
1496,11184448,11968,0.07286960179193233,1.0,1.0,,,,,,,,,
1497,11190152,11976,0.11126851053276557,0.625,0.625,,,,,,,,,
1498,11197712,11984,0.1083182102189928,0.875,0.875,,,,,,,,,
1499,11201880,11992,0.12290325285568017,0.75,0.75,,,,,,,,,
1500,11211104,12000,0.11363129007551065,0.875,0.875,,,,,,,,,
1501,11219368,12008,0.10924279182081383,1.0,1.0,,,,,,,,,
1502,11226480,12016,0.10113873628544273,0.875,0.875,,,,,,,,,
1503,11234680,12024,0.0909850068008992,0.75,0.75,,,,,,,,,
1504,11242176,12032,0.13039843603397777,0.875,0.875,,,,,,,,,
1505,11257032,12040,0.07210564154948451,0.875,0.875,,,,,,,,,
1506,11263184,12048,0.09658396320613064,0.75,0.75,,,,,,,,,
1507,11270936,12056,0.11258845449000848,0.625,0.625,,,,,,,,,
1508,11281056,12064,0.07348104866941887,0.875,0.875,,,,,,,,,
1509,11287144,12072,0.10949379796243437,0.75,0.75,,,,,,,,,
1510,11291056,12080,0.12189800770763873,0.625,0.625,,,,,,,,,
1511,11300920,12088,0.07710536494832068,0.5,0.5,,,,,,,,,
1512,11308096,12096,0.09944839394251956,1.0,1.0,,,,,,,,,
1513,11316232,12104,0.07692664902001463,0.75,0.75,,,,,,,,,
1514,11322576,12112,0.10717702056460703,0.875,0.875,,,,,,,,,
1515,11332952,12120,0.08583355941933464,0.875,0.875,,,,,,,,,
1516,11338976,12128,0.0998105205921576,1.0,1.0,,,,,,,,,
1517,11348456,12136,0.06316182481786228,0.625,0.625,,,,,,,,,
1518,11355056,12144,0.09090890701316465,0.75,0.75,,,,,,,,,
1519,11362616,12152,0.08996171210850847,0.875,0.875,,,,,,,,,
1520,11369088,12160,0.15143225831283857,0.875,0.875,,,,,,,,,
1521,11373128,12168,0.12963283836544576,1.0,1.0,,,,,,,,,
1522,11384016,12176,0.11440134212008643,1.0,1.0,,,,,,,,,
1523,11394456,12184,0.0917995778088422,1.0,1.0,,,,,,,,,
1524,11404576,12192,0.08253061039292618,0.75,0.75,,,,,,,,,
1525,11412520,12200,0.1233175206866551,0.625,0.625,,,,,,,,,
1526,11421616,12208,0.05472699732995121,0.875,0.875,,,,,,,,,
1527,11431096,12216,0.1301458490996303,0.75,0.75,,,,,,,,,
1528,11436032,12224,0.12871336802862987,0.875,0.875,,,,,,,,,
1529,11443272,12232,0.07243704993278804,0.75,0.75,,,,,,,,,
1530,11449040,12240,0.08182059925834637,0.75,0.75,,,,,,,,,
1531,11456408,12248,0.10702437087158782,0.875,0.875,,,,,,,,,
1532,11461664,12256,0.10198985420080046,0.875,0.875,,,,,,,,,
1533,11469224,12264,0.10260845946066191,0.875,0.875,,,,,,,,,
1534,11480752,12272,0.11293010652723606,0.875,0.875,,,,,,,,,
1535,11484408,12280,0.10013528648101015,0.625,0.625,,,,,,,,,
1536,11495360,12288,0.0770863572751604,0.875,0.875,,,,,,,,,
1537,11503496,12296,0.07180926896187749,0.625,0.625,,,,,,,,,
1538,11508688,12304,0.13900352016564718,0.75,0.75,,,,,,,,,
1539,11515352,12312,0.11985600736056362,1.0,1.0,,,,,,,,,
1540,11522336,12320,0.09484342874160497,0.875,0.875,,,,,,,,,
1541,11528232,12328,0.09229665650853827,0.75,0.75,,,,,,,,,
1542,11538032,12336,0.11135152269936592,1.0,1.0,,,,,,,,,
1543,11547768,12344,0.10228795457031763,0.75,0.75,,,,,,,,,
1544,11555136,12352,0.11027023135750555,0.875,0.875,0.16140405493714324,0.875,0.875,,,,,,
1545,11559368,12360,0.12879117613256336,1.0,1.0,,,,,,,,,
1546,11571536,12368,0.09188569290839231,0.875,0.875,,,,,,,,,
1547,11580760,12376,0.12388762902731096,1.0,1.0,,,,,,,,,
1548,11585760,12384,0.09881007813653611,0.5,0.5,,,,,,,,,
1549,11594344,12392,0.10173153394937923,0.75,0.75,,,,,,,,,
1550,11599536,12400,0.11866244858879765,0.75,0.75,,,,,,,,,
1551,11606840,12408,0.09707405469467428,0.625,0.625,,,,,,,,,
1552,11615040,12416,0.09145316098010448,0.75,0.75,,,,,,,,,
1553,11622216,12424,0.07053676719506108,0.875,0.875,,,,,,,,,
1554,11630736,12432,0.09394390273520427,0.75,0.75,,,,,,,,,
1555,11639960,12440,0.09644436435027631,0.875,0.875,,,,,,,,,
1556,11647520,12448,0.12842279822876035,0.875,0.875,,,,,,,,,
